Assigned Breach Number,Date Reported To OCA,Organization Name,Breach Type Description,Breach Occur at the Reporting Entity?,MA Residents Affected,SSNBreached,Account Number Breached,Drivers Licenses Breached,Credit Debit Numbers Breached,Provided Credit Monitoring,Data Encrypted,Mobile Device Lost Stolen
20528,7/27/2021,Carnival Corporation and Plc,Electronic,Yes,411,Yes,,,,Yes,,
21872,7/28/2021,The Stop & Shop Supermarket C. LLC,Paper,,7,,,Yes,,,,
21873,7/28/2021,"Cradle of Hope Adoption Center, Inc.",Electronic,Yes,7,Yes,Yes,,,Yes,,
21874,7/28/2021,"A2Z Diagnostics, LLC",Electronic,Yes,13,Yes,,,,Yes,,
21875,7/28/2021,Curbell Inc.,Electronic,Yes,10,Yes,,,,Yes,,
21876,7/28/2021,Eagle Bank,Electronic,,1,,,,Yes,,,
21877,7/28/2021,Little Rock Advertising and Promotion Commission,Electronic,Yes,1,Yes,,,,Yes,,
21890,7/29/2021,"Wells Fargo Bank, N.A.",Electronic,Yes,2,,Yes,,,Yes,,
21891,7/29/2021,"Wells Fargo Bank, N.A.",Electronic,Yes,1,,Yes,,,Yes,,
21885,7/29/2021,Mass General Brigham Salem Hospital,Electronic,Yes,1,Yes,,,,Yes,,
21871,7/29/2021,"The GIANT Co. LLC, d/b/a Giant and Martin's",Paper,,3,,,Yes,,Yes,,
21897,7/29/2021,The Commonwealth of Massachusetts Department of Revenue,Paper,Yes,1,Yes,,,,Yes,,
21920,7/29/2021,"Fluid Motion, LLC",Electronic,Yes,2,,Yes,,,Yes,,
21921,7/29/2021,Wilbraham & Monson Academy,Electronic,Yes,1573,Yes,Yes,Yes,Yes,Yes,,
21922,7/29/2021,McSweeney & Ricci,Electronic,Yes,11455,Yes,,Yes,,Yes,,
Assigned Breach Number,Date Reported To OCA,Organization Name,Breach Type Description,Breach Occur at the Reporting Entity?,MA Residents Affected,SSNBreached,Account Number Breached,Drivers Licenses Breached,Credit Debit Numbers Breached,Provided Credit Monitoring,Data Encrypted,Mobile Device Lost Stolen
21923,7/29/2021,"Spiezle Group, Inc.",Electronic,Yes,1,Yes,,,,Yes,,
21924,7/29/2021,NCH Corporation,Electronic,Yes,84,Yes,Yes,,,Yes,,
21915,7/30/2021,Ryan Specialty Group,Electronic,Yes,11,Yes,,Yes,,Yes,,
21916,7/30/2021,American Anthropological Association,Electronic,Yes,6,Yes,,,Yes,Yes,,
21917,7/30/2021,"American Express Travel Related Services Company, Inc.",Electronic,,298,,,,Yes,,,
21918,7/30/2021,Advanced Technology Ventures & Lighthouse Ventures,Electronic,,83,Yes,,,,Yes,,
21919,7/30/2021,Guardian Energy Management Solutions,Electronic,Yes,135,Yes,Yes,Yes,Yes,Yes,,
21894,7/30/2021,"Secure Administrative Solutions, LLC",Electronic,Yes,2,Yes,,,,Yes,,
21895,7/30/2021,Mutual One Bank,Electronic,,1,,,,Yes,,,
21896,7/30/2021,Mutual One Bank,Electronic,,1,,,,Yes,,,
21912,7/30/2021,"Divvy Up, Inc.",Electronic,,996,,,,Yes,,,
21913,7/30/2021,"OneAmerica Financial Partners, Inc.",Electronic,Yes,6,Yes,,,,Yes,,
21911,7/31/2021,"Pacific Agricultural Realty, LP",Electronic,,2,Yes,,,,Yes,,
21930,8/1/2021,Eastern Bank,Electronic,,142,,,,Yes,,,
21928,8/1/2021,Main Street Bank,Electronic,,2,,,,Yes,,,
21908,8/2/2021,"Wells Fargo Bank, N.A.",Electronic,Yes,1,,Yes,,,Yes,,
21909,8/2/2021,"Lereta, LLC",Electronic,Yes,227,Yes,,,,Yes,,
21910,8/2/2021,"Wells Fargo Clearing Services, LLC",Electronic,Yes,3,,Yes,,,Yes,,
21893,8/3/2021,"SJ Associates NYC, LLC",Electronic,,58,Yes,Yes,,,Yes,,
21898,8/3/2021,Vision for Hope,Electronic,Yes,9,Yes,Yes,,,,,
Assigned Breach Number,Date Reported To OCA,Organization Name,Breach Type Description,Breach Occur at the Reporting Entity?,MA Residents Affected,SSNBreached,Account Number Breached,Drivers Licenses Breached,Credit Debit Numbers Breached,Provided Credit Monitoring,Data Encrypted,Mobile Device Lost Stolen
21899,8/3/2021,Bank of America,Paper,,2,Yes,Yes,,,Yes,,
21900,8/3/2021,"American Express Travel Related Services Company, Inc.",Electronic,,1,,,,Yes,,,
21901,8/3/2021,Osborn Cancer Care,Electronic,,1,,,Yes,,Yes,,
21902,8/3/2021,Friendly Insurance Agency Inc,Electronic,,6748,Yes,,Yes,,Yes,,
21903,8/3/2021,Ferolie Corporation dba C.A. Ferolie,Electronic,Yes,59,Yes,,,,Yes,,
21904,8/3/2021,"Tuff Shed, Inc.",Electronic,Yes,14,Yes,Yes,Yes,Yes,Yes,,
21905,8/3/2021,Holyoke Gas & Electric,Electronic,Yes,29,Yes,,Yes,,Yes,,
21906,8/3/2021,Hackley School,Electronic,,1,Yes,,,,Yes,,
21907,8/3/2021,Hospice of the Piedmont,Electronic,Yes,5,,Yes,,,,,
21929,8/3/2021,Mutual One Bank,Electronic,,1,,,,Yes,,,
21926,8/3/2021,Transtar Industries Inc.,Electronic,Yes,79,Yes,Yes,Yes,,Yes,,
21927,8/3/2021,Long Island Jewish Forest Hills Hospital,Electronic,Yes,9,Yes,,,,Yes,,
21931,8/3/2021,NTS Holding Corporation,Electronic,Yes,476,Yes,Yes,,,Yes,,
21960,8/4/2021,IAM National Pension Fund,Electronic,Yes,18,Yes,,,,Yes,,
21961,8/4/2021,Medical Care of Boston Management Corporation; AKA: Beth Israel Deaconess Health Care,Paper,,8,,Yes,,,Yes,,
21962,8/4/2021,Beacon Communities LLC,Electronic,Yes,1159,Yes,Yes,Yes,,Yes,,
21963,8/4/2021,"American Express Travel Related Services Company, Inc.",Electronic,,1,,,,Yes,,,
21964,8/4/2021,ExamOne (A Quest Diagnostics company),Paper,Yes,2,,,Yes,,Yes,,
21965,8/4/2021,Offit Kurman,Electronic,Yes,41,Yes,,Yes,,Yes,,
Assigned Breach Number,Date Reported To OCA,Organization Name,Breach Type Description,Breach Occur at the Reporting Entity?,MA Residents Affected,SSNBreached,Account Number Breached,Drivers Licenses Breached,Credit Debit Numbers Breached,Provided Credit Monitoring,Data Encrypted,Mobile Device Lost Stolen
21966,8/4/2021,TNBANK,Electronic,Yes,1,Yes,,,,Yes,,
21967,8/4/2021,"Transamerica Retirement Solutions, LLC",Electronic,Yes,187,Yes,,,,Yes,,
21968,8/4/2021,Arcadia University,Electronic,Yes,94,Yes,Yes,,,Yes,,
21970,8/4/2021,Tax by Kathryn LLC,Electronic,Yes,2,Yes,,Yes,,Yes,,
21971,8/4/2021,"McCoy Consulting Services, LLC",Electronic,Yes,1,,Yes,,,Yes,,
21972,8/4/2021,Raymond James Financial,Electronic,Yes,1,Yes,Yes,,,Yes,,
21925,8/4/2021,"Webfirst Insurance, LLC",Electronic,,305,Yes,Yes,Yes,Yes,,,
21914,8/4/2021,WSSC Water,Electronic,Yes,,Yes,Yes,Yes,,Yes,,
21892,8/4/2021,"Citizens Bank, N.A.",Electronic,Yes,2,,Yes,,,Yes,,
21954,8/5/2021,TIAA,Electronic,Yes,1,Yes,Yes,,,Yes,,
21955,8/5/2021,"Millennium Trust Company, LLC",Electronic,Yes,2,Yes,Yes,,,Yes,,
21956,8/5/2021,Rockland Trust,Electronic,Yes,1,,Yes,,,Yes,,
21957,8/5/2021,"Atlantic Coast Dismantling, LLC",Electronic,Yes,262,Yes,Yes,Yes,Yes,Yes,,
21958,8/5/2021,Webster Five Cents Savings Bank,Electronic,,10,,,,Yes,,,
21959,8/5/2021,St Mary's Credit Union,Electronic,,2,,,,Yes,,,
21946,8/6/2021,Sherin and Lodgen LLP,Electronic,Yes,869,Yes,Yes,Yes,Yes,Yes,,
21947,8/6/2021,International Orthodox Christian Charities,Electronic,Yes,2,Yes,Yes,Yes,,Yes,,
21948,8/6/2021,WINCHESTER SAVINGS BANK,Electronic,,1,,,,Yes,,,
21949,8/6/2021,Eagle Bank,Electronic,,1,,,,Yes,,,
21950,8/6/2021,MassMutual Life Insurance Company,Electronic,Yes,1,Yes,Yes,Yes,,Yes,,
21951,8/6/2021,"Bromley Ski Resort, LLC",Electronic,Yes,36,Yes,,Yes,,Yes,,
Assigned Breach Number,Date Reported To OCA,Organization Name,Breach Type Description,Breach Occur at the Reporting Entity?,MA Residents Affected,SSNBreached,Account Number Breached,Drivers Licenses Breached,Credit Debit Numbers Breached,Provided Credit Monitoring,Data Encrypted,Mobile Device Lost Stolen
21952,8/6/2021,SAVERS BANK,Electronic,,2,,,Yes,,,,
21953,8/6/2021,"Embark Holdco Management, LLC",Electronic,Yes,61,Yes,,Yes,,Yes,,
21945,8/7/2021,"Ibex Global Solutions, Inc.",Electronic,Yes,412,Yes,,Yes,,Yes,,
21939,8/9/2021,Cumberland Trust and Investment Company,Electronic,Yes,4,Yes,Yes,,,Yes,,
21940,8/9/2021,"Kahan Kerensky Capossela, LLP",Electronic,Yes,,Yes,Yes,,,Yes,,
21941,8/9/2021,Educators Insurance Agency,Electronic,,8671,,,Yes,,Yes,,
21942,8/9/2021,Soroc Technology Inc.,Electronic,Yes,19,,Yes,Yes,,Yes,,
21943,8/9/2021,"Spreadshirt, Inc.",Electronic,Yes,877,,Yes,,,,,
21944,8/9/2021,"JPMorgan Chase Bank, N.A.",Electronic,Yes,1,,Yes,,,,,
21933,8/10/2021,"Bath & Body Works Direct, Inc.",Electronic,Yes,9,,Yes,,,,,
21934,8/10/2021,"The Brock Group, Inc",Electronic,Yes,4,Yes,,,,Yes,,
21935,8/10/2021,Elm3 Financial Group,Electronic,Yes,1,Yes,Yes,Yes,Yes,Yes,,
21936,8/10/2021,Rockland Trust,Paper,Yes,1,,Yes,,,Yes,,
21937,8/10/2021,St. Mary's Credit Union,Electronic,,1,,,,Yes,,,
21932,8/11/2021,"Great Performances/Artists as Waitresses, Inc.",Electronic,Yes,24,Yes,,,,Yes,,
21982,8/11/2021,French Connection Holdings Inc.,Electronic,Yes,3,Yes,,,,Yes,,
21979,8/11/2021,"Ipsen, Inc.",Electronic,Yes,17,Yes,Yes,,,Yes,,
21980,8/11/2021,"NE Peptide, LLC.",Electronic,Yes,121,Yes,,Yes,,Yes,,
21981,8/12/2021,Clear Street Management LLC,Electronic,,4,Yes,,Yes,,Yes,,
21983,8/12/2021,Massachusetts Dental Society,Electronic,Yes,1,Yes,,,,Yes,,
21984,8/12/2021,National Association of Criminal Defense Lawyers,Electronic,Yes,2,Yes,,,,Yes,,
Assigned Breach Number,Date Reported To OCA,Organization Name,Breach Type Description,Breach Occur at the Reporting Entity?,MA Residents Affected,SSNBreached,Account Number Breached,Drivers Licenses Breached,Credit Debit Numbers Breached,Provided Credit Monitoring,Data Encrypted,Mobile Device Lost Stolen
22015,8/12/2021,"Hannis T. Bourgeois, LLP",Electronic,Yes,11,Yes,Yes,Yes,Yes,Yes,,
21973,8/12/2021,The Village Bank,Electronic,,1,,,,Yes,,,
21974,8/12/2021,SAVERS BANK,Electronic,,1,,,,Yes,,,
21975,8/12/2021,SAVERS BANK,Electronic,,1,,,,Yes,,,
21976,8/12/2021,The Village Bank,Electronic,,2,,,,Yes,,,
21977,8/12/2021,The Village Bank,Electronic,,1,,,,Yes,,,
21978,8/12/2021,Fay Sharpe LLP,Electronic,Yes,3,Yes,,,,Yes,,
22001,8/13/2021,Mercer Valve Co. Inc.,Electronic,Yes,2,Yes,Yes,Yes,Yes,Yes,,
22002,8/13/2021,Loyola Press,Electronic,Yes,16,Yes,Yes,,,Yes,,
22003,8/13/2021,"American Express Travel Related Services Company, Inc",Electronic,,125,,,,Yes,,,
22004,8/13/2021,The Research Foundation for the State University of New York,Electronic,Yes,481,Yes,,,,Yes,,
22005,8/13/2021,Colonial Pipeline Company,Electronic,Yes,2,Yes,,,,Yes,,
22006,8/13/2021,Destination Maternity,Electronic,Yes,1880,Yes,Yes,,,Yes,,
22007,8/13/2021,"Morgan Truck Body, LLC",Electronic,Yes,6,Yes,,,,Yes,,
22008,8/13/2021,The Borough of Haledon New Jersey Police Department,Electronic,Yes,34,Yes,,Yes,,Yes,,
22009,8/13/2021,Massachusetts Department of Unemployment Assistance,Electronic,Yes,1,Yes,,Yes,,Yes,,
22010,8/13/2021,Duke Realty Corporation,Electronic,Yes,5,Yes,,,,Yes,,
22011,8/13/2021,Orefice & Caliri CPAs,Electronic,Yes,50,Yes,,,Yes,Yes,,
22012,8/13/2021,Winchester Savings Bank,Electronic,,3,,,,Yes,,,
22013,8/13/2021,Eiger Biopharmaceuticals,Electronic,Yes,6,Yes,Yes,,,Yes,,
22014,8/13/2021,"JPMorgan Chase Bank, N.A.",Electronic,Yes,3,Yes,Yes,,,Yes,,
Assigned Breach Number,Date Reported To OCA,Organization Name,Breach Type Description,Breach Occur at the Reporting Entity?,MA Residents Affected,SSNBreached,Account Number Breached,Drivers Licenses Breached,Credit Debit Numbers Breached,Provided Credit Monitoring,Data Encrypted,Mobile Device Lost Stolen
21986,8/13/2021,"VinylMax, LLC",Electronic,Yes,9,Yes,,,,Yes,,
21987,8/16/2021,Profile Products LLC,Electronic,Yes,1,Yes,,,,Yes,,
21988,8/16/2021,The Huntington National Bank,Electronic,Yes,2,Yes,Yes,Yes,,Yes,,
21989,8/16/2021,Main Street Bank,Electronic,,1,,,,Yes,,,
21990,8/16/2021,Mutual One Bank,Electronic,,1,,,,Yes,,,
21998,8/16/2021,"Illinois Foundation Seeds, Inc",Electronic,Yes,1,Yes,,,,Yes,,
21999,8/16/2021,New York Life Insurance Company,Electronic,Yes,1,Yes,Yes,Yes,,Yes,,
22000,8/16/2021,Dedham Savings,Electronic,,12,,,,Yes,,,
21992,8/17/2021,"American Express Travel Related Services Company, Inc.",Electronic,,5,,,,Yes,,,
21993,8/17/2021,"American Express Travel Related Services Company, Inc.",Electronic,,37,,,,Yes,,,
21994,8/17/2021,"BlueForce, Inc.",Electronic,Yes,1,Yes,Yes,Yes,,Yes,,
21995,8/17/2021,"RGT Wealth Advisors, LLC",Electronic,Yes,7,,Yes,,,Yes,,
21996,8/17/2021,Performive LLC,Electronic,Yes,122,,,,Yes,,,
21997,8/17/2021,Pfizer Inc.,Electronic,,1,Yes,,,,Yes,,
21991,8/18/2021,"BackNine Insurance and Financial Services, Inc.",Electronic,Yes,241,Yes,Yes,Yes,,Yes,,
21985,8/18/2021,Mutual One Bank,Electronic,,1,,,,Yes,,,
22016,8/18/2021,"The Dixie Group, Inc.",Electronic,Yes,24,Yes,Yes,,,Yes,,
22017,8/18/2021,"Guardian Community Trust, Inc.",Electronic,Yes,1763,Yes,,,,Yes,,
22049,8/18/2021,"American Express Travel Related Services Company, Inc.",Electronic,,151,,,,Yes,,,
22050,8/18/2021,Wolfsdorf Rosenthal LLP (WR Immigration),Electronic,Yes,1,Yes,,,,Yes,,
Assigned Breach Number,Date Reported To OCA,Organization Name,Breach Type Description,Breach Occur at the Reporting Entity?,MA Residents Affected,SSNBreached,Account Number Breached,Drivers Licenses Breached,Credit Debit Numbers Breached,Provided Credit Monitoring,Data Encrypted,Mobile Device Lost Stolen
22053,8/18/2021,"American Express Travel Related Services Company, Inc.",Electronic,,151,,,,Yes,,,
22046,8/19/2021,Walter's Automotive Group,Electronic,Yes,15,Yes,,Yes,,Yes,,
22047,8/19/2021,St. Mary's Credit Union,Electronic,,1,,,,Yes,,,
22048,8/19/2021,NTI,Electronic,Yes,,,Yes,,Yes,,,
22025,8/19/2021,Rockwood School District,Electronic,Yes,27,Yes,Yes,,,Yes,,
22041,8/20/2021,"American Express Travel Related Services Company, Inc.",Electronic,,147,,,,Yes,,,
22042,8/20/2021,"Loomis Armored US, LLC",Electronic,Yes,75,Yes,,Yes,,Yes,,
22043,8/20/2021,"H Mart, Inc.",Electronic,Yes,375,Yes,,,,Yes,,
22018,8/20/2021,"Provisur Technologies, Inc.",Electronic,Yes,1,Yes,,,,Yes,,
22019,8/20/2021,Donegal Mutual Insurance Company,Electronic,Yes,20,,,Yes,,Yes,,
22020,8/20/2021,St. Mary's Credit Union,Electronic,,3,,,,Yes,,,
22021,8/20/2021,Fidelity Information Services,Electronic,Yes,2,Yes,Yes,,,Yes,,
22022,8/20/2021,Massachusetts Gaming Commission,Electronic,Yes,10,Yes,Yes,Yes,Yes,Yes,,
22023,8/20/2021,"Wells Fargo Bank, N.A.",Electronic,Yes,2,,Yes,,,Yes,,
22024,8/20/2021,Adams Community Bank,Electronic,,1,,,,Yes,,,
22040,8/22/2021,Ronald F D'Agostino Insurance Agency Inc,Electronic,,14,,Yes,Yes,Yes,Yes,,
22054,8/23/2021,French Connection Holdings Inc.,Electronic,Yes,3,Yes,,,,Yes,,
22044,8/23/2021,Main Street Bank,Electronic,,3,,,,Yes,,,
22045,8/23/2021,Mutual One Bank,Electronic,,,,,,Yes,,,
22051,8/23/2021,Mutual One Bank,Electronic,,1,,,,Yes,,,
Assigned Breach Number,Date Reported To OCA,Organization Name,Breach Type Description,Breach Occur at the Reporting Entity?,MA Residents Affected,SSNBreached,Account Number Breached,Drivers Licenses Breached,Credit Debit Numbers Breached,Provided Credit Monitoring,Data Encrypted,Mobile Device Lost Stolen
22052,8/23/2021,Mutual One Bank,Electronic,,1,,,,Yes,,,
22031,8/23/2021,"Pendrick Capital Partner Holdings, LLC",Electronic,Yes,68,Yes,,,,Yes,,
22032,8/23/2021,CarePointe ENT,Electronic,Yes,2,Yes,,,,Yes,,
22033,8/23/2021,"American Freight, LLC & it's related subsidiaries & affiliates, American Freight Outlet Stores, LLC",Electronic,Yes,534,Yes,Yes,,Yes,Yes,,
22034,8/23/2021,"Strategic Technology Institute, Inc.",Electronic,Yes,1,Yes,,,,Yes,,
22035,8/23/2021,BankFlorida,Electronic,Yes,7,Yes,Yes,Yes,,Yes,,
22036,8/23/2021,The Village Bank,Electronic,,3,,,,Yes,,,
22037,8/23/2021,Salem Five Cents Savings Bank,Electronic,,37,,,,Yes,,,
22038,8/23/2021,"American Express Travel Related Services Company, Inc.",Electronic,,1158,,,,Yes,,,
22039,8/23/2021,"American Express Travel Related Services Company, Inc.",Electronic,,1,,,,Yes,,,
22026,8/24/2021,"MRAG Americas, Inc.",Electronic,,101,Yes,Yes,Yes,Yes,Yes,,
22027,8/24/2021,Salem Five Cents Savings Bank,Electronic,,1,,,,Yes,,,
22028,8/24/2021,The Village Bank,Electronic,,1,,,,Yes,,,
22029,8/24/2021,"Syufy Enterprises, LP",Electronic,Yes,7,,Yes,,,,,
22030,8/24/2021,Massachusetts Division of Occupational Licensure,Electronic,Yes,1,Yes,,,,Yes,,
22056,8/24/2021,"Georgetown Capital Group, Inc.",Electronic,Yes,4,Yes,,,,Yes,,
22057,8/24/2021,"Columbia Helicopters, Inc.",Electronic,Yes,1,Yes,Yes,Yes,Yes,Yes,,
22058,8/24/2021,"L. & J.G. Stickley, Inc.",Electronic,Yes,115,Yes,Yes,Yes,Yes,Yes,,
22059,8/24/2021,St. Mary's Credit Union,Electronic,,1,,,,Yes,,,
Assigned Breach Number,Date Reported To OCA,Organization Name,Breach Type Description,Breach Occur at the Reporting Entity?,MA Residents Affected,SSNBreached,Account Number Breached,Drivers Licenses Breached,Credit Debit Numbers Breached,Provided Credit Monitoring,Data Encrypted,Mobile Device Lost Stolen
22060,8/24/2021,"JPMorgan Chase Bank, N.A.",Paper,,9,,Yes,,,,,
22061,8/24/2021,Boston Health Care for the Homeless Program,Both,Yes,29,Yes,Yes,,Yes,Yes,,
22243,8/24/2021,The Commonwealth of Massachusetts Department of Revenue,Electronic,Yes,1,Yes,,,,Yes,,
22055,8/25/2021,Bell and Howell LLC,Electronic,Yes,2,Yes,,,,Yes,,
22087,8/25/2021,Source4,Electronic,Yes,12,Yes,,,,Yes,,
22062,8/25/2021,SAVERS BANK,Electronic,,1,,,,Yes,,,
22063,8/25/2021,San Andreas Regional Center,Electronic,Yes,14,Yes,,Yes,,Yes,,
22088,8/26/2021,Main Street Bank,Electronic,,3,,,,Yes,,,
22075,8/26/2021,T-Mobile USA,Electronic,Yes,1044774,Yes,,Yes,,Yes,,
22076,8/26/2021,Town of Deerfield MA,Electronic,,7690,Yes,,Yes,,Yes,,
22078,8/26/2021,"Wells Fargo Bank, N.A.",Paper,Yes,1,Yes,Yes,Yes,Yes,Yes,,
22079,8/26/2021,El Buen Samaritano Episcopal Mission,Electronic,Yes,1,,Yes,,,Yes,,
22080,8/26/2021,ExamOne (A Quest Diagnostics company),Paper,,1,Yes,,Yes,,Yes,,
22081,8/26/2021,"Harkins Builders, Inc.",Electronic,Yes,4,Yes,Yes,,,Yes,,
22082,8/26/2021,Garda Capital Partners LP,Electronic,Yes,1,Yes,,,,Yes,,
22083,8/26/2021,Salem Five Cents Savings Bank,Electronic,,1,,,,Yes,,,
22084,8/26/2021,J.P.Morgan,Electronic,Yes,1,,Yes,,,,,
22085,8/26/2021,St. Mary's Credit Union,Electronic,,1,,,,Yes,,,
22086,8/26/2021,The Village Bank,Electronic,,1,,,,Yes,,,
22065,8/27/2021,"SmartStart Employment Screening, Inc.",Electronic,Yes,962,Yes,,Yes,,Yes,,
Assigned Breach Number,Date Reported To OCA,Organization Name,Breach Type Description,Breach Occur at the Reporting Entity?,MA Residents Affected,SSNBreached,Account Number Breached,Drivers Licenses Breached,Credit Debit Numbers Breached,Provided Credit Monitoring,Data Encrypted,Mobile Device Lost Stolen
22066,8/27/2021,La Jolla Beach & Tennis Club,Electronic,Yes,1,Yes,Yes,,,Yes,,
22067,8/27/2021,The Village Bank,Electronic,,1,,,,Yes,,,
22068,8/27/2021,McNair & Company,Electronic,Yes,5,Yes,Yes,Yes,,Yes,,
22069,8/27/2021,"Electromed, Inc.",Electronic,Yes,796,Yes,,,,Yes,,
22070,8/27/2021,"Coro Medical, LLC",Electronic,Yes,144,,,,Yes,Yes,,
22071,8/27/2021,WINCHESTER SAVINGS BANK,Electronic,,3,,,,Yes,,,
22072,8/27/2021,LifeLong Medical Care,Electronic,,442,Yes,,,,Yes,,
22073,8/27/2021,"American Express Travel Related Services Company, Inc.",Electronic,,2,,,,Yes,,,
22074,8/27/2021,St. Mary's Credit Union,Electronic,,1,,,,Yes,,,
22240,8/27/2021,MutualOne Bank,Electronic,,1,,,,Yes,,,
22241,8/27/2021,MutualOne Bank,Electronic,,1,,,,Yes,,,
22242,8/27/2021,MutualOne Bank,Electronic,,1,,,,Yes,,,
22064,8/28/2021,"Simpler Trading, LLC",Electronic,Yes,1,,,,Yes,,,
22089,8/30/2021,Delta Electronics Manufacturing Corporation,Electronic,Yes,187,Yes,,,,Yes,,
22090,8/30/2021,NorthCare,Electronic,,4,Yes,,,,Yes,,
22091,8/30/2021,Emma Willard School,Electronic,Yes,335,Yes,,,,Yes,,
22129,8/30/2021,Black Mann and Graham LLP,Electronic,Yes,1,Yes,,Yes,,Yes,,
22130,8/30/2021,Braverman CPA PC,Electronic,Yes,56,Yes,,,Yes,Yes,,
22131,8/30/2021,"Way Finders, Inc.",Electronic,Yes,4,Yes,,,Yes,Yes,,
22132,8/30/2021,"Healthpointe Medical Group, Inc.",Electronic,Yes,2,Yes,,,,Yes,,
22117,8/31/2021,"Acclivity Financial, LLC",Electronic,Yes,5,Yes,,,,Yes,,
Assigned Breach Number,Date Reported To OCA,Organization Name,Breach Type Description,Breach Occur at the Reporting Entity?,MA Residents Affected,SSNBreached,Account Number Breached,Drivers Licenses Breached,Credit Debit Numbers Breached,Provided Credit Monitoring,Data Encrypted,Mobile Device Lost Stolen
22121,8/31/2021,"Source One Insurance Group, LLC",Electronic,Yes,6,,,,,Yes,,
22122,8/31/2021,"Career Group, Inc.",Electronic,Yes,247,Yes,,,,Yes,,
22123,8/31/2021,"Atlas Insurance Agency, Inc.",Electronic,Yes,8,,,Yes,,Yes,,
22124,8/31/2021,Savers Bank,Electronic,,1,,,,Yes,,,
22125,8/31/2021,Savers Bank,Electronic,,3,,,,Yes,,,
22126,8/31/2021,"People2.0 Global Holdings, Inc.",Electronic,Yes,15,Yes,Yes,,,Yes,,
22127,8/31/2021,Bay Cove Human Services,Electronic,Yes,1,,,,,,,
22128,8/31/2021,St. Mary's Credit Union,Electronic,,1,,,,Yes,,,
22092,8/31/2021,True Religion,Electronic,Yes,1,Yes,,,,Yes,,
22093,8/31/2021,Mutual One Bank,Electronic,,1,,,,Yes,,,
22094,8/31/2021,Claremont Companies,Electronic,Yes,2,Yes,,Yes,,Yes,,
22118,9/1/2021,The Chefs' Warehouse,Electronic,Yes,4,Yes,,,,Yes,,
22119,9/1/2021,St. Mary's Credit Union,Electronic,,1,,,,Yes,,,
22120,9/1/2021,The Village Bank,Electronic,,1,,,,Yes,,,
22110,9/2/2021,"Sequoia Concepts, Inc.",Electronic,Yes,9,Yes,,,,Yes,,
22111,9/2/2021,"Stenograph, L.L.C.",Electronic,Yes,14,Yes,,,,Yes,,
22112,9/2/2021,Rockland Trust,Electronic,Yes,100,Yes,Yes,,Yes,Yes,,
22113,9/2/2021,Adams Community Bank,Electronic,,2,,,,Yes,,,
22114,9/2/2021,Adams Community Bank,Electronic,,1,,,,Yes,,,
22115,9/2/2021,Adams Community Bank,Electronic,,1,,,,Yes,,,
22116,9/2/2021,"MLP Tax & Financial Services, Inc.",Electronic,Yes,9,Yes,Yes,,,Yes,,
22095,9/2/2021,SAC Wireless,Electronic,Yes,10,Yes,,Yes,,Yes,,
Assigned Breach Number,Date Reported To OCA,Organization Name,Breach Type Description,Breach Occur at the Reporting Entity?,MA Residents Affected,SSNBreached,Account Number Breached,Drivers Licenses Breached,Credit Debit Numbers Breached,Provided Credit Monitoring,Data Encrypted,Mobile Device Lost Stolen
22096,9/3/2021,"Diversified Financial Services, LLC",Electronic,Yes,5,Yes,,Yes,,Yes,,
22100,9/3/2021,"K and B Surgical Center, LLC",Electronic,Yes,27,,,Yes,,Yes,,
22101,9/3/2021,Prairie State Bank & Trust,Paper,Yes,1,,Yes,,,,,
22102,9/3/2021,AMI Investment Management,Electronic,Yes,2,Yes,Yes,Yes,,Yes,,
22103,9/3/2021,"Bonland Industries, Inc.",Electronic,Yes,4,Yes,,,,Yes,,
22104,9/3/2021,Hawaiian Dredging Construction Company,Electronic,Yes,5,Yes,Yes,,,Yes,,
22105,9/3/2021,Watertown Savings Bank,Electronic,,1,,,,Yes,,,
