Assigned Breach Number,Year,Date Reported To OCA,Organization Name,MA Residents Affected,Breach Occured at Reporting Entity,SSN Breached,Drivers Licenses Breached,Account Number Breached,Credit Debit Numbers Breached,Provided Credit Monitoring,Data Encrypted,Mobile Device Lost Stolen
23336,2021,10/20/2021,"SPRING MILL PARTNERS, LLC",8,1,1,0,0,0,1,0,0
23338,2021,10/20/2021,"Cedar Risk Management and Insurance Services, Inc.",1,1,0,1,0,0,1,0,0
23339,2021,10/20/2021,"J.B. Hunt Transport, Inc.",2825,0,1,0,0,0,1,0,0
23340,2021,10/20/2021,"Toyo Tanso, USA",1,1,1,0,1,0,1,0,0
23341,2021,10/20/2021,Cabico & co,5,1,1,0,0,0,1,0,0
23342,2021,10/21/2021,Urban Resource Institute,35,0,1,1,1,0,1,0,0
23343,2021,10/21/2021,Phil Long Dealerships,5,1,1,1,1,0,1,0,0
23344,2021,10/21/2021,"Wallick & Volk, Inc",3,1,1,0,1,0,1,0,0
23345,2021,10/21/2021,"Peabody Properties, Inc.",15,0,1,0,0,0,1,0,0
23346,2021,10/21/2021,"Highlands Ranch Community Association, Inc",5,1,0,0,1,0,0,0,0
23347,2021,10/21/2021,Rockland Trust,1,1,0,0,1,0,1,0,0
23348,2021,10/21/2021,"American Furniture Manufacturing, Inc.",1,1,1,0,0,0,1,0,0
23349,2021,10/21/2021,Rockland Trust,2,1,0,0,1,0,0,0,0
23350,2021,10/21/2021,Fidelity Brokerage Services LLC,2,1,1,0,1,0,1,0,0
23351,2021,10/21/2021,"SCUF Gaming International, LLC",691,0,0,0,0,1,0,0,0
23352,2021,10/21/2021,Smile Brands Inc.,247,1,1,0,1,0,1,0,0
23353,2021,10/21/2021,"Kerasotes Showplace Theatres, LLC",307,1,1,0,1,0,1,0,0
23321,2021,10/21/2021,Prudential,1,1,1,0,0,0,1,0,0
23364,2021,10/22/2021,"Sierra Wireless, Inc.",12,1,1,1,1,0,1,0,0
23365,2021,10/22/2021,People's United Bank,6,1,1,0,1,0,1,0,0
23366,2021,10/22/2021,"Star Group, L.P.",461,1,1,0,0,0,1,0,0
23367,2021,10/22/2021,Smith Protective Management,1,1,1,0,1,0,1,0,0
23368,2021,10/22/2021,Aspen American Insurance Company,6,0,1,0,0,0,1,0,0
23370,2021,10/22/2021,SAVERS BANK,1,0,0,0,0,1,0,0,0
23363,2021,10/24/2021,Kleinberg Lange Cuddy & Carlo LLP,1,1,1,0,0,0,1,0,0
23371,2021,10/25/2021,Mutual One Bank,1,0,0,0,0,1,0,0,0
23362,2021,10/25/2021,"Personal Legal Plans, Inc. and Personal Legal Plans of GA, Inc.",6,1,1,0,1,0,1,0,0
23357,2021,10/25/2021,"Sheridan Production Company III, LLC",159,1,1,1,1,0,1,0,0
23358,2021,10/25/2021,Cambridge Advisors,1,1,1,0,1,0,1,0,0
23359,2021,10/25/2021,St. Mary's Credit Union,5,0,0,0,0,1,0,0,0
23360,2021,10/25/2021,"Silhouette America, Inc",2,1,1,1,1,0,1,0,0
23361,2021,10/26/2021,"Standish Management, LLC",2,1,1,0,1,0,1,0,0
23372,2021,10/26/2021,"C.B. Fleet Company, Inc., a Prestige Consumer Healthcare
company",3,1,1,0,0,0,1,0,0
23373,2021,10/26/2021,"McAllen Surgical Specialty Center, Ltd.",1,1,1,0,0,0,1,0,0
23354,2021,10/26/2021,"American Express Travel Related Services Company, Inc.",1,0,0,0,0,1,0,0,0
23355,2021,10/26/2021,St. Mary's Credit Union,3,0,0,0,0,1,0,0,0
23386,2021,10/26/2021,"H. Betti Industries, Inc.",1,1,1,0,0,0,1,0,0
23387,2021,10/26/2021,"American Express Travel Related Services Company, Inc.",1,0,0,0,0,1,0,0,0
23388,2021,10/26/2021,The Wedge Medical Center,4,1,1,0,1,0,1,0,0
23389,2021,10/26/2021,Emergency Nurses Association,8,1,1,0,0,0,1,0,0
23385,2021,10/27/2021,"Trucent, Inc.",1,1,1,0,0,0,1,0,0
23378,2021,10/27/2021,"Snider Tire, Inc.",1,1,1,1,0,0,1,0,0
23379,2021,10/27/2021,Paladin Advisors,78,1,1,1,1,0,1,0,0
23380,2021,10/27/2021,California Physicians' Services d/b/a Blue Shield of California,2,1,0,0,0,0,1,0,0
23381,2021,10/27/2021,"Primary Residential Mortgage, Inc.",701,1,1,0,0,0,1,0,0
23383,2021,10/27/2021,Charter Next Generation,178,1,1,0,1,0,1,0,0
23375,2021,10/28/2021,"The Dolben Company, Inc.",683,1,1,1,1,1,1,0,0
23376,2021,10/28/2021,Gorilla Circuits,6,1,1,0,0,0,1,0,0
23377,2021,10/28/2021,St. Marys Credit Union,6,0,0,0,0,1,0,0,0
23390,2021,10/28/2021,Main Street Bank,1,0,0,0,0,1,0,0,0
23391,2021,10/28/2021,"Strategic Benefits Advisors, Inc.",144,1,1,0,0,0,0,0,0
23392,2021,10/28/2021,Surdna Foundation,12,1,1,0,0,1,1,0,0
23393,2021,10/28/2021,Certified Automotive Lease Corp. dba CAL Automotive,5268,1,1,1,1,0,1,0,0
23394,2021,10/28/2021,BPM LLP,3,1,1,1,0,0,1,0,0
23395,2021,10/29/2021,"Community Medical Centers, Inc.",9,1,1,0,0,0,1,0,0
23396,2021,10/29/2021,"Aronsohn Weiner Salerno & Kaufman, P.C.",2,1,1,1,1,1,1,0,0
23397,2021,10/29/2021,"AGI Publishing, Inc. d/b/a Valley Yellow Pages",13,1,1,0,0,0,1,0,0
23398,2021,10/29/2021,SAVERS BANK,1,0,0,0,0,1,0,0,0
23399,2021,10/29/2021,Adams Community Bank,9,0,0,0,0,1,0,0,0
23400,2021,10/29/2021,"Butterball, LLC",3,1,0,1,0,0,1,0,0
23401,2021,10/29/2021,St Mary's Credit Union,2,0,0,0,0,1,0,0,0
23402,2021,10/29/2021,St Mary's Credit Union,1,0,0,0,0,1,0,0,0
23403,2021,10/29/2021,"Consolidated Asset Recovery Systems, Inc.",1,1,0,1,0,0,0,0,0
23404,2021,10/29/2021,Georgia Crown Distributing Co.,3,1,1,1,1,1,1,0,0
23405,2021,10/29/2021,"Goldwater Bank, N.A.",41,1,1,0,1,0,1,0,0
23406,2021,10/29/2021,"James Rinne, MD",3,0,1,0,0,0,1,0,0
23407,2021,10/29/2021,"Feucht Financial Group, LLC",2,1,1,0,1,0,1,0,0
23431,2021,10/29/2021,Main Street Bank,3,0,0,0,0,1,0,0,0
23408,2021,10/30/2021,The Village Bank,3,0,0,0,0,1,0,0,0
23409,2021,11/1/2021,Adams Community Bank,1,0,0,0,0,1,0,0,0
23410,2021,11/1/2021,Adams Community Bank,1,0,0,0,0,1,0,0,0
23411,2021,11/1/2021,"G&J Pepsi-Cola Bottlers, Inc.",3,1,1,0,0,0,1,0,0
23412,2021,11/1/2021,SAVERS BANK,1,0,0,0,0,1,0,0,0
23413,2021,11/1/2021,SAVERS BANK,1,0,0,0,0,1,0,0,0
23414,2021,11/1/2021,SAVERS BANK,1,0,0,0,0,1,0,0,0
23415,2021,11/1/2021,Winchester Savings Bank,2,0,0,0,0,1,0,0,0
23416,2021,11/1/2021,The Village Bank,1,0,0,0,0,1,0,0,0
23417,2021,11/1/2021,The Village Bank,1,0,0,0,0,1,0,0,0
23418,2021,11/1/2021,President and Fellows of Harvard College,1,1,1,0,0,0,1,0,0
23419,2021,11/1/2021,Robin Wolff & Associates,1,1,0,0,1,0,1,0,0
23420,2021,11/1/2021,"The Buona Companies, LLC",1,1,1,1,1,1,1,0,0
23421,2021,11/2/2021,Shook & Fletcher Insulation Co.,1,1,1,0,0,0,1,0,0
23422,2021,11/2/2021,Nationwide Laboratory Services,166,1,1,0,0,0,1,0,0
23423,2021,11/2/2021,"Morgan Brown & Joy, LLP",559,1,1,1,1,1,1,0,0
23425,2021,11/2/2021,Mutual One Bank,1,0,0,0,0,1,0,0,0
23426,2021,11/2/2021,Mutual One Bank,1,0,0,0,0,1,0,0,0
23427,2021,11/2/2021,Mutual One Bank,1,0,0,0,0,1,0,0,0
23428,2021,11/2/2021,Mutual One Bank,1,0,0,0,0,1,0,0,0
23429,2021,11/2/2021,Mutual One Bank,1,0,0,0,0,1,0,0,0
23430,2021,11/2/2021,Main Street Bank,2,0,0,0,0,1,0,0,0
23432,2021,11/2/2021,Maumee Express Inc.,1,1,1,0,0,0,0,0,0
23470,2021,11/2/2021,"Managed Markets Insight & Technology, LLC",15,0,1,0,0,0,1,0,0
23434,2021,11/3/2021,Chesapeake Sprinkler Company,1,1,1,0,1,0,1,0,0
23435,2021,11/3/2021,SI Group,83,1,1,0,0,0,1,0,0
23436,2021,11/3/2021,"SMS Assist, L.L.C.",3,0,1,0,0,0,1,0,0
23437,2021,11/3/2021,"Baywood Medical Associates, PLC dba Desert Pain Institute",7,1,1,1,1,0,1,0,0
23438,2021,11/3/2021,Western Spirits Beverage Company,0,1,1,0,0,0,1,0,0
23439,2021,11/3/2021,KMT Brrr!,147,1,0,1,0,0,1,0,0
23440,2021,11/3/2021,University Hospital,10,1,1,0,0,0,1,0,0
23441,2021,11/3/2021,NVE Bank,53,1,1,0,0,0,1,0,0
23442,2021,11/4/2021,Watertown Savings Bank,2,0,0,0,0,1,0,0,0
23443,2021,11/4/2021,Columbia College of South Carolina,10,1,1,0,1,0,1,0,0
23444,2021,11/4/2021,Central Investment LLC,3,1,1,0,0,0,1,0,0
23445,2021,11/4/2021,Maxim Healthcare Group,3,1,1,1,0,0,1,0,0
23446,2021,11/4/2021,Putnam County Memorial Hospital,2,1,1,0,0,0,1,0,0
23374,2021,11/4/2021,APR Supply Co.,1,1,1,0,0,0,1,0,0
23433,2021,11/4/2021,Lakeside School,1,1,0,0,0,0,0,0,0
23384,2021,11/4/2021,Roppe Holding Company,3,1,1,0,0,0,1,0,0
23472,2021,11/5/2021,Mutual One Bank,1,0,0,0,0,1,0,0,0
23473,2021,11/5/2021,Signature Healthcare Brockton Hospital,1,1,1,0,0,0,0,0,0
23447,2021,11/5/2021,Webster Five Cents Savings Bank,4,0,0,0,0,1,0,0,0
23448,2021,11/5/2021,Domani Wealth,1,1,1,0,0,0,1,0,0
23449,2021,11/5/2021,"Canfor Southern Pine, Inc.",1,0,1,0,0,0,1,0,1
23450,2021,11/5/2021,TOPS Staffing,4,1,1,1,1,0,1,0,0
23451,2021,11/5/2021,Massachusetts General Hospital,2,0,0,0,1,0,0,0,0
23452,2021,11/5/2021,"Ivy Dental Care, PLLC d/b/a ""Shaenfield Family Dental""",4,1,1,1,0,0,1,0,0
23453,2021,11/5/2021,Costco Wholesale Corporation,1,1,0,0,0,1,1,0,0
23454,2021,11/5/2021,Interstate Equities Corporation,5,1,1,0,1,0,1,0,0
23455,2021,11/5/2021,University of Maryland Global Campus,53,1,1,0,0,0,1,0,0
23456,2021,11/5/2021,"Preservation of Affordable Housing, Inc",83,1,1,1,0,0,1,0,0
23457,2021,11/5/2021,Sea Mar Community Health Centers,99,1,1,0,0,0,1,0,0
23469,2021,11/5/2021,Sumter County,1,0,1,0,0,0,1,0,0
23458,2021,11/6/2021,VyStar Credit Union,1,1,0,0,1,0,1,0,0
23528,2021,11/7/2021,"APC Workforce Solutions II, LLC dba Workforce Logic",1,1,1,1,0,0,1,0,0
23459,2021,11/8/2021,WINCHESTER SAVINGS BANK,2,0,0,0,0,1,0,0,0
23460,2021,11/8/2021,Fidelity Management Trust Company,1,1,1,0,1,0,1,0,0
23462,2021,11/8/2021,Association to Benefit Children,7,1,1,0,1,1,1,0,0
23463,2021,11/8/2021,Potawatomi Business Development Corporation,4,1,1,1,1,0,1,0,0
23464,2021,11/8/2021,"ARC 3 Gases, Inc.",2,1,1,1,1,0,1,0,0
23465,2021,11/8/2021,Rampart Brokerage Corp,3,1,1,1,0,0,1,0,0
23466,2021,11/8/2021,"CopperPoint Insurance Company, Pacific Compensation Insurance Company,",4,1,1,1,0,0,1,0,0
23467,2021,11/9/2021,Lab Logistics,8,1,1,1,0,0,1,0,0
23468,2021,11/9/2021,Bay Cove Human Services,1,1,0,0,0,0,0,0,0
23471,2021,11/9/2021,Eastern Bank,444,0,0,0,0,1,0,0,0
23474,2021,11/9/2021,"Evidation Health, Inc.",5,0,0,0,0,0,0,0,0
23475,2021,11/9/2021,"DMC Consolidated, Inc.",0,1,1,1,0,0,1,0,0
23491,2021,11/9/2021,Hoffman Construction Company,2,1,1,0,0,0,1,0,0
23492,2021,11/9/2021,Exposure Communications LLC,1,1,1,0,0,0,1,0,0
23493,2021,11/9/2021,"TLC Engineering Solutions, Inc.",5,1,1,0,1,0,1,0,0
23495,2021,11/9/2021,"Insureon Holdings, LLC",5,1,1,0,0,0,1,0,0
23480,2021,11/10/2021,The Urology Center of Colorado,49,1,1,0,0,0,1,0,0
23481,2021,11/10/2021,Quantitative Investment Management LLC,1,1,1,1,1,0,1,0,0
23482,2021,11/10/2021,Metropolitan Realty Group,48,1,1,1,1,1,1,0,0
23483,2021,11/10/2021,C.H. Briggs,1,1,0,0,0,1,1,0,0
23484,2021,11/10/2021,Atlantic Specialty Insurance Company,1,0,1,0,0,0,1,0,0
23485,2021,11/10/2021,Englewood Public School District,1,1,1,0,0,0,1,0,0
23486,2021,11/10/2021,UBS Financial Services Inc,1,1,1,0,1,0,1,0,0
23487,2021,11/10/2021,"WireMasters, Inc.",2,1,1,0,0,0,1,0,0
23488,2021,11/10/2021,Pacific Investment Management Company LLC,2,1,0,0,1,0,0,0,0
23489,2021,11/10/2021,The City of Titusville,1,1,1,0,0,0,1,0,0
23490,2021,11/10/2021,City College,49,1,1,0,0,0,1,0,0
23476,2021,11/11/2021,"American Express Travel Related Services Company, Inc.",7,0,0,0,0,1,0,0,0
23477,2021,11/11/2021,"Cyprexx Services, LLC",4,1,1,0,0,0,1,0,0
23478,2021,11/11/2021,"American Express Travel Related Services Company, Inc",1142,0,0,0,0,1,0,0,0
23479,2021,11/11/2021,"Kellem & Kellem, LLC",22,1,1,1,0,0,1,0,0
23496,2021,11/12/2021,Mutual One Bank,1,0,0,0,0,1,0,0,0
23497,2021,11/12/2021,Rampart Brokerage Corp.,3,1,1,1,0,0,1,0,0
23499,2021,11/12/2021,United Wheels,35,1,1,0,1,0,1,0,0
23500,2021,11/12/2021,Silver Hill Hospital,1,1,0,0,0,0,0,0,0
23501,2021,11/12/2021,Sarasota MRI,56,0,0,0,0,0,0,0,0
23502,2021,11/12/2021,"Enesco, LLC",29,1,1,0,1,0,1,0,0
23503,2021,11/12/2021,Bell's Brewery,2,1,1,0,0,1,1,0,0
23504,2021,11/12/2021,"Community Resources for Justice, Inc.",408,1,1,0,0,0,1,0,0
23505,2021,11/12/2021,"BR Printers, Inc.",1,1,1,1,1,0,1,0,0
23506,2021,11/12/2021,Manhasset Union Free School District,4,1,1,0,1,0,1,0,0
23507,2021,11/12/2021,National CARES Mentoring Movement,4,0,0,0,0,0,0,0,0
23508,2021,11/12/2021,Cambro Manufacturing,3,1,1,0,0,0,1,0,0
23510,2021,11/15/2021,WINCHESTER SAVINGS BANK,4,0,0,0,0,1,0,0,0
23511,2021,11/15/2021,FCS Financial,18,1,1,0,0,0,1,0,0
23512,2021,11/15/2021,Olympus Corporation of the Americas,1334,1,1,0,0,0,1,0,0
23513,2021,11/15/2021,"True Health New Mexico, Inc.",29,1,1,0,0,0,1,0,0
23514,2021,11/15/2021,California Pizza Kitchen,2908,1,1,0,0,0,1,0,0
23515,2021,11/15/2021,"T&T Staff Management, Inc.",3,1,1,1,1,1,1,0,0
23516,2021,11/15/2021,"The Angell Pension Group, Inc.",1,1,1,0,0,0,1,0,0
23517,2021,11/16/2021,Center for Human Development,12493,1,1,1,1,1,1,0,0
23518,2021,11/16/2021,Mutual One Bank,1,0,0,0,0,1,0,0,0
23520,2021,11/16/2021,"ISO Claims Services, Inc.",1018,1,0,1,0,0,1,0,0
23521,2021,11/16/2021,Carpenter Co.,30,1,1,0,0,0,1,0,0
23522,2021,11/16/2021,Mowery Clinic,6,1,0,0,0,0,1,0,0
23523,2021,11/16/2021,Simed,59,1,1,0,0,0,1,0,0
23524,2021,11/16/2021,"Morse & Company, PLLC",1,1,1,0,1,0,1,0,0
23525,2021,11/16/2021,Quest Diagnostics,156,1,1,0,0,0,1,0,0
23526,2021,11/16/2021,Horicon Bank,5,1,1,1,1,0,1,0,0
23527,2021,11/16/2021,"Derby Industries, LLC",1,1,1,0,1,0,1,0,0
23533,2021,11/16/2021,"Science of Skincare, LLC d/b/a Innovative Skincare",1,1,1,0,0,0,1,0,0
23534,2021,11/16/2021,Weckworth Manufacturing Inc.,1,1,1,0,0,0,1,0,0
24528,2021,11/16/2021,Center for Human Development,12493,1,1,1,1,1,1,0,0
23529,2021,11/17/2021,Onset Computer Corporation,194,1,1,0,1,0,1,0,0
23530,2021,11/17/2021,Renue Aesthetic Surgery,1,1,1,1,0,0,1,0,0
23531,2021,11/17/2021,Meritus Federal Credit Union,6,1,1,0,0,0,1,0,0
23532,2021,11/17/2021,"Traffic Solutions Corporation, d/b/a Statewide Safety Systems",1,1,1,1,1,0,1,0,0
23535,2021,11/18/2021,Mutual One Bank,1,0,0,0,0,1,0,0,0
23536,2021,11/18/2021,Mutual One Bank,1,0,0,0,0,1,0,0,0
23537,2021,11/18/2021,Mutual One Bank,1,0,0,0,0,1,0,0,0
23538,2021,11/18/2021,Mutual One Bank,1,0,0,0,0,1,0,0,0
24499,2021,11/18/2021,Episcopal Retirement Services,6,1,1,0,0,0,1,0,0
24500,2021,11/18/2021,Savers Bank,1,0,0,0,0,1,0,0,0
24501,2021,11/18/2021,Spotswood Public Schools,1,1,1,1,1,0,1,0,0
24502,2021,11/18/2021,"Utah Imaging Associates, Inc.",194,1,1,1,1,0,1,0,0
24503,2021,11/18/2021,"Natus Medical, Inc.",4,1,0,0,0,0,1,0,0
24505,2021,11/19/2021,San Francisco Symphony,1,0,1,0,0,0,1,0,0
24506,2021,11/19/2021,Raymond James Financial,1,1,0,0,1,0,1,0,0
24507,2021,11/19/2021,Massachusetts Mutual Life Insurance Company,2,1,1,0,1,0,1,0,0
24508,2021,11/19/2021,National Grid,11,1,0,1,0,0,1,0,0
24510,2021,11/19/2021,"PBD Worldwide, Inc.",5,0,1,0,0,0,1,0,0
24511,2021,11/22/2021,The Village Bank,1,0,0,0,0,1,0,0,0
24512,2021,11/22/2021,Salem five Cents Savings Bank,1,0,0,0,0,1,0,0,0
24513,2021,11/22/2021,Salem five Cents Savings Bank,3,0,0,0,0,1,0,0,0
24514,2021,11/22/2021,Intuit Inc.,2,0,1,1,0,0,1,0,0
24517,2021,11/22/2021,"American Express Travel Related Services Company, Inc.",2063,0,0,0,0,1,0,0,0
24518,2021,11/22/2021,Georgetown Internal Medicine,1,0,1,0,0,0,1,0,0
24519,2021,11/22/2021,KeyBank National Association,2,0,0,0,1,0,1,0,0
24520,2021,11/22/2021,One Community Health,12,0,1,0,0,0,1,0,0
24521,2021,11/22/2021,GBS Corp.,71,0,1,0,0,0,1,0,0
24522,2021,11/22/2021,Fred Jones Enterprises LLC,1,0,1,0,0,0,1,0,0
24523,2021,11/22/2021,Docs Who Care,1,0,1,0,0,0,1,0,0
24524,2021,11/23/2021,U.S. Eagle Federal Credit Union,10,0,1,1,1,1,1,0,0
24525,2021,11/23/2021,WINCHESTER SAVINGS BANK,3,0,0,0,0,1,0,0,0
24526,2021,11/23/2021,Rockland Trust,2,0,0,0,1,0,1,0,0
24527,2021,11/23/2021,Adare Pharmaceuticals Inc.,1,0,0,0,0,0,0,0,0
24529,2021,11/23/2021,Rockland Trust,1,0,0,0,1,0,1,0,0
24530,2021,11/23/2021,Rockland Trust,1,0,0,0,1,0,1,0,0
24532,2021,11/23/2021,MRI Network,51,0,1,1,1,0,1,0,0
24533,2021,11/23/2021,Rockland Trust,1,0,0,0,1,0,1,0,0
24534,2021,11/23/2021,Rockland Trust,1,0,0,0,1,0,1,0,0
24535,2021,11/23/2021,International Justice Mission,8,1,1,0,0,0,1,0,0
24536,2021,11/23/2021,"Pawn America Minnesota, LLC",134,1,1,1,0,0,1,0,0
24537,2021,11/23/2021,College Solutions,126,1,1,1,1,1,1,0,0
24538,2021,11/23/2021,"Payday America, Inc.",2,1,1,1,0,0,1,0,0
24539,2021,11/23/2021,"PAL Card Minnesota, LLC",0,1,1,1,1,0,1,0,0
24540,2021,11/23/2021,TriValley Primary Care,78,1,1,0,0,0,1,0,0
24541,2021,11/23/2021,"Ariela & Associates International, LLC",1,1,1,0,0,0,1,0,0
24542,2021,11/23/2021,TIAA,1,1,0,0,1,0,1,0,0
24544,2021,11/23/2021,Rockland Public Schools,259,1,1,0,0,0,1,0,0
24545,2021,11/23/2021,W.L. French Excavating Corporation,857,1,1,1,1,0,1,0,0
24560,2021,11/23/2021,Adare Pharmaceuticals Inc.,2,1,1,0,1,0,1,0,0
24546,2021,11/24/2021,"ON24, Inc.",23,1,1,0,0,0,1,0,0
24547,2021,11/24/2021,InvestX Capital Ltd.,21,1,1,0,1,0,1,0,0
24548,2021,11/24/2021,"Best Plumbing Specialties, Inc.",3,1,1,0,0,0,1,0,0
24549,2021,11/24/2021,Upstate HomeCare,3,1,1,1,1,0,1,0,0
24550,2021,11/24/2021,Anna Maria College,58,1,1,1,0,0,1,0,0
24551,2021,11/24/2021,"Fiondella, Milone & LaSaracina LLP",11216,1,1,0,0,0,1,0,0
24552,2021,11/24/2021,"HNS Management Company, Inc.",30,1,1,1,0,0,1,0,0
24553,2021,11/24/2021,Toyotetsu North America,1,1,1,0,0,0,1,0,0
24554,2021,11/24/2021,American Express Travel Related Services Company Inc.,5,0,0,0,0,1,0,0,0
24555,2021,11/26/2021,LEAF Commercial Capital,7,1,1,0,0,0,0,0,0
24556,2021,11/26/2021,Winchester Savings Bank,7,1,0,0,0,1,0,0,0
24557,2021,11/29/2021,"JPMorgan Chase Bank, N.A",1,1,1,0,0,0,1,0,0
24558,2021,11/29/2021,"Aria Retirement Solutions, Inc.",1,1,1,1,1,0,1,0,0
24559,2021,11/29/2021,"DNA Diagnostics Center, Inc.",1048,1,1,0,0,1,1,0,0
24574,2021,11/30/2021,5th Street Advisors,5,1,0,0,1,0,1,0,0
24561,2021,11/30/2021,"Westmoreland Mechanical Testing & Research, Inc.",2,1,1,1,0,0,1,0,0
24562,2021,11/30/2021,"American Express Travel Related Services Company, Inc.",4,0,0,0,0,1,0,0,0
24563,2021,11/30/2021,"Bansley and Kiener, L.L.P.",198,1,1,0,0,0,1,0,0
24564,2021,11/30/2021,"Que Onda Beverage, Inc.",2,1,1,1,0,0,1,0,0
24565,2021,11/30/2021,Webster Five Cents Savings Bank,10,0,0,0,0,1,0,0,0
24566,2021,11/30/2021,Mutual One Bank,1,0,0,0,0,1,0,0,0
24567,2021,11/30/2021,Apple Inc.,2,0,0,0,0,1,1,0,0
24568,2021,11/30/2021,Cedar Grove Composting Inc,1,1,1,1,0,0,1,0,0
24569,2021,11/30/2021,"NYSARC Inc., Onondaga County Chapter",7,1,1,0,0,0,1,0,0
24570,2021,12/1/2021,"Mudd & Moreland, LLC",80,1,1,1,0,1,1,0,0
24571,2021,12/1/2021,"GEMI Management Company, Inc.",7,1,1,1,1,0,1,0,0
24572,2021,12/1/2021,"Vision Source, LP",9,1,1,0,0,0,1,0,0
24573,2021,12/1/2021,"Great Plains Manufacturing, Inc.",3,1,1,0,0,0,1,0,0
24575,2021,12/2/2021,Seneca Family of Agencies,71,1,1,1,0,0,1,0,0
24576,2021,12/2/2021,Tsao & mcKown Architects,3,1,1,0,1,0,1,0,0
24577,2021,12/2/2021,Musical Instrument Museum,11,1,1,0,1,0,1,0,0
24578,2021,12/2/2021,The Lincoln National Life Insurance Company,2,1,1,0,0,0,1,0,0
24579,2021,12/2/2021,Elizabethtown College,1,1,1,0,0,0,1,0,0
24580,2021,12/2/2021,"American Express Travel Related Services Company, Inc.",9,0,0,0,0,1,0,0,0
24581,2021,12/3/2021,"Embree Capital Markets Group, Inc.",5,1,1,0,1,0,1,0,0
24582,2021,12/3/2021,Keolis Transit America,5,0,1,0,1,0,1,0,0
24583,2021,12/3/2021,American Council for International Studies,1417,1,1,0,0,0,1,0,0
24653,2021,12/3/2021,Mutual One Bank,1,0,0,0,0,1,0,0,0
24593,2021,12/6/2021,"Lexington Heart Specialists, PSC",4,0,1,0,0,0,1,0,0
24594,2021,12/6/2021,"Steven T. Greenhaw, M.D., P.C.",2,0,1,0,0,0,1,0,0
24596,2021,12/6/2021,"American European Insurance Group, Inc.",176,1,1,1,1,0,1,0,0
24597,2021,12/6/2021,"JPMorgan Chase Bank, N.A.",1,1,0,1,1,0,1,0,0
24585,2021,12/6/2021,Nippon Life Insurance Company of America,38,1,1,0,0,0,1,0,0
24586,2021,12/6/2021,Winchester Savings Bank,7,0,0,0,0,1,0,0,0
24587,2021,12/6/2021,MutualOne Bank,1,0,0,0,0,1,0,0,0
24589,2021,12/6/2021,"Madix, Inc.",2,1,1,0,0,0,1,0,0
24590,2021,12/7/2021,St. Mary's Credit Union,44,0,0,0,0,1,0,0,0
24591,2021,12/7/2021,Bouyea & Associates Inc,2,1,0,0,1,0,0,0,0
24592,2021,12/7/2021,Komatsu America Corp.,7,1,1,1,1,1,1,0,0
24598,2021,12/7/2021,Easterseals Delaware & Maryland's Eastern Shore,4,1,1,1,1,0,1,0,0
24599,2021,12/7/2021,Tom Wood Group,1,1,1,1,0,0,1,0,0
24601,2021,12/7/2021,"Quantum Imaging and Therapeutics Associates, Inc.",1,1,1,0,0,0,1,0,0
24602,2021,12/8/2021,"The Arc of the South Shore, Inc",2,1,1,0,0,0,1,0,0
24603,2021,12/8/2021,"Orgill, Inc.",9,0,1,0,0,0,1,0,0
24604,2021,12/8/2021,Home State Bank,2,1,1,0,1,0,1,0,0
24605,2021,12/8/2021,EPTAM Precision,3,1,1,0,0,0,1,0,0
24606,2021,12/8/2021,Weddell Pediatric Dental Specialists,2,0,0,0,0,0,0,0,0
24607,2021,12/8/2021,Weller Truck Parts,16,1,1,0,0,0,1,0,0
24608,2021,12/8/2021,TTEC Services Corporation,113,1,1,0,0,0,1,0,0
24609,2021,12/8/2021,Sigfried Rivera,1,0,1,1,1,0,1,0,0
24610,2021,12/8/2021,Sims & Campbell,10,1,1,1,1,0,1,0,0
24612,2021,12/8/2021,Atalanta,52,1,1,1,1,0,1,0,0
24613,2021,12/8/2021,Veterans First Mortgage,9,1,1,1,1,0,1,0,0
24600,2021,12/8/2021,"Tammy Hastings Bookkeeping and tax Service, Inc.",1,1,1,0,0,0,1,0,0
24615,2021,12/9/2021,Rockland Trust,1,1,0,0,1,0,1,0,0
24616,2021,12/9/2021,MutualOne Bank,1,0,0,0,0,1,0,0,0
24618,2021,12/9/2021,Vermont Student Assistance Corporation,6,1,1,1,1,0,1,0,0
24619,2021,12/10/2021,"Groove Point Financial, LLC",2,1,0,0,1,0,0,0,0
24620,2021,12/10/2021,The Travelers Idemnity Company,10379,1,0,1,0,0,1,0,0
24621,2021,12/10/2021,Winchester Savings Bank,0,0,0,0,0,1,0,0,0
24623,2021,12/10/2021,"Focus Medical Communications, LLC",10,1,1,0,0,0,1,0,0
24625,2021,12/10/2021,Flam Financial Services,1,1,1,0,0,0,1,0,0
24626,2021,12/10/2021,Valley County,5,1,1,0,0,0,1,0,0
24627,2021,12/10/2021,"BioPlus Specialty Pharmacy Services, LLC",2665,1,1,0,0,0,1,0,0
24628,2021,12/10/2021,"Icon Voice Networks, LLC",3,1,1,0,0,0,1,0,0
24629,2021,12/13/2021,"Rochester Management, Inc.",24,1,1,1,1,0,1,0,0
24631,2021,12/13/2021,Kenney Manufacturing Company,15,1,0,0,0,0,1,0,0
24632,2021,12/13/2021,Stride Credit Union Limited,1,1,0,1,1,1,1,0,0
24633,2021,12/13/2021,Sound Generations,3248,1,1,1,1,0,1,0,0
